Award ID,Agency,Office,Recipient,NAICS,Total Value,Start Date,Expiration
SPE2DX15D9361,Department of Defense,DLA TROOP SUPPORT,DMS PHARMACEUTICAL GROUP INC,325411 - MEDICINAL AND BOTANICAL MANUFACTURING,,4/27/2015,12/31/2025
SPE2DX15D9230,Department of Defense,DLA TROOP SUPPORT,DMS PHARMACEUTICAL GROUP INC,424210 - DRUGS AND DRUGGISTS' SUNDRIES MERCHANT WHOLESALERS,,4/20/2015,12/31/2025
SPE2DX15D2224,Department of Defense,DLA TROOP SUPPORT,AMERISOURCEBERGEN DRUG CORP,424210 - DRUGS AND DRUGGISTS' SUNDRIES MERCHANT WHOLESALERS,,4/17/2015,12/31/2025
SPE2DX15D9378,Department of Defense,DLA TROOP SUPPORT,DMS PHARMACEUTICAL GROUP INC,325411 - MEDICINAL AND BOTANICAL MANUFACTURING,,5/21/2015,12/31/2025
SPE2DX15D5001,Department of Defense,DLA TROOP SUPPORT,AMERISOURCEBERGEN DRUG CORP,424210 - DRUGS AND DRUGGISTS' SUNDRIES MERCHANT WHOLESALERS,,3/10/2015,12/31/2025
SPE2DX15D5006,Department of Defense,DLA TROOP SUPPORT,AMERISOURCEBERGEN DRUG CORP,424210 - DRUGS AND DRUGGISTS' SUNDRIES MERCHANT WHOLESALERS,,3/10/2015,12/31/2025
SPE2DX15D9760,Department of Defense,DLA TROOP SUPPORT,DMS PHARMACEUTICAL GROUP INC,325411 - MEDICINAL AND BOTANICAL MANUFACTURING,,4/30/2015,12/31/2025
SPE2DX15D7052,Department of Defense,DLA TROOP SUPPORT,AMERISOURCEBERGEN DRUG CORP,325411 - MEDICINAL AND BOTANICAL MANUFACTURING,,4/29/2015,12/31/2025
SPE2DX15D9526,Department of Defense,DLA TROOP SUPPORT,DMS PHARMACEUTICAL GROUP INC,424210 - DRUGS AND DRUGGISTS' SUNDRIES MERCHANT WHOLESALERS,,3/10/2015,12/31/2025
SPE2DX15D1975,Department of Defense,DLA TROOP SUPPORT,AMERISOURCEBERGEN DRUG CORP,424210 - DRUGS AND DRUGGISTS' SUNDRIES MERCHANT WHOLESALERS,,1/20/2016,12/31/2025
SPE2DX15D1047,Department of Defense,DLA TROOP SUPPORT,AMERISOURCEBERGEN DRUG CORP,424210 - DRUGS AND DRUGGISTS' SUNDRIES MERCHANT WHOLESALERS,,4/10/2015,12/31/2025
SPE2DX15D1041,Department of Defense,DLA TROOP SUPPORT,AMERISOURCEBERGEN DRUG CORP,424210 - DRUGS AND DRUGGISTS' SUNDRIES MERCHANT WHOLESALERS,,4/10/2015,12/31/2025
SPE2DX15D1053,Department of Defense,DLA TROOP SUPPORT,AMERISOURCEBERGEN DRUG CORP,424210 - DRUGS AND DRUGGISTS' SUNDRIES MERCHANT WHOLESALERS,,9/16/2015,12/31/2025
SPE2DX15D3018,Department of Defense,DLA TROOP SUPPORT,AMERISOURCEBERGEN DRUG CORP,325411 - MEDICINAL AND BOTANICAL MANUFACTURING,,4/27/2015,12/31/2025
SPE2DX15D3201,Department of Defense,DLA TROOP SUPPORT,AMERISOURCEBERGEN DRUG CORP,325411 - MEDICINAL AND BOTANICAL MANUFACTURING,,4/27/2015,12/31/2025
SPE2DX15D6080,Department of Defense,DLA TROOP SUPPORT,AMERISOURCEBERGEN DRUG CORP,325411 - MEDICINAL AND BOTANICAL MANUFACTURING,,4/29/2015,12/31/2025
SPE2DX15D7068,Department of Defense,DLA TROOP SUPPORT,AMERISOURCEBERGEN DRUG CORP,325411 - MEDICINAL AND BOTANICAL MANUFACTURING,,4/29/2015,12/31/2025
SPE2DX15D3001,Department of Defense,DLA TROOP SUPPORT,AMERISOURCEBERGEN DRUG CORP,325411 - MEDICINAL AND BOTANICAL MANUFACTURING,,4/27/2015,12/31/2025
SPE2DX15D3010,Department of Defense,DLA TROOP SUPPORT,AMERISOURCEBERGEN DRUG CORP,325411 - MEDICINAL AND BOTANICAL MANUFACTURING,,4/27/2015,12/31/2025
SPE2DX15D2222,Department of Defense,DLA TROOP SUPPORT,AMERISOURCEBERGEN DRUG CORP,424210 - DRUGS AND DRUGGISTS' SUNDRIES MERCHANT WHOLESALERS,,4/17/2015,12/31/2025
SPE2DX15D9501,Department of Defense,DLA TROOP SUPPORT,DMS PHARMACEUTICAL GROUP INC,424210 - DRUGS AND DRUGGISTS' SUNDRIES MERCHANT WHOLESALERS,,3/10/2015,12/31/2025
SPE2DX15D9367,Department of Defense,DLA TROOP SUPPORT,DMS PHARMACEUTICAL GROUP INC,325411 - MEDICINAL AND BOTANICAL MANUFACTURING,,4/27/2015,12/31/2025
SPE2DX16D2908,Department of Defense,DLA TROOP SUPPORT,AMERISOURCEBERGEN DRUG CORP,424210 - DRUGS AND DRUGGISTS' SUNDRIES MERCHANT WHOLESALERS,,3/2/2016,12/31/2025
SPE2DX15D9634,Department of Defense,DLA TROOP SUPPORT,DMS PHARMACEUTICAL GROUP INC,325411 - MEDICINAL AND BOTANICAL MANUFACTURING,,4/29/2015,12/31/2025
SPE2DX15D9154,Department of Defense,DLA TROOP SUPPORT,DMS PHARMACEUTICAL GROUP INC,424210 - DRUGS AND DRUGGISTS' SUNDRIES MERCHANT WHOLESALERS,,4/13/2015,12/31/2025
SPE2DX15D5005,Department of Defense,DLA TROOP SUPPORT,AMERISOURCEBERGEN DRUG CORP,424210 - DRUGS AND DRUGGISTS' SUNDRIES MERCHANT WHOLESALERS,,3/10/2015,12/31/2025
SPE2DX15D9943,Department of Defense,DLA TROOP SUPPORT,DMS PHARMACEUTICAL GROUP INC,424210 - DRUGS AND DRUGGISTS' SUNDRIES MERCHANT WHOLESALERS,,1/21/2016,12/31/2025
SPE2DX15D9114,Department of Defense,DLA TROOP SUPPORT,DMS PHARMACEUTICAL GROUP INC,424210 - DRUGS AND DRUGGISTS' SUNDRIES MERCHANT WHOLESALERS,,4/13/2015,12/31/2025
SPE2DX15D7071,Department of Defense,DLA TROOP SUPPORT,AMERISOURCEBERGEN DRUG CORP,325411 - MEDICINAL AND BOTANICAL MANUFACTURING,,4/29/2015,12/31/2025
SPE2DX16D9943,Department of Defense,DLA TROOP SUPPORT,DMS PHARMACEUTICAL GROUP INC,424210 - DRUGS AND DRUGGISTS' SUNDRIES MERCHANT WHOLESALERS,,4/5/2016,12/31/2025
SPE2DX15D9309,Department of Defense,DLA TROOP SUPPORT,DMS PHARMACEUTICAL GROUP INC,325411 - MEDICINAL AND BOTANICAL MANUFACTURING,,4/27/2015,12/31/2025
SPE2DX15D9141,Department of Defense,DLA TROOP SUPPORT,DMS PHARMACEUTICAL GROUP INC,424210 - DRUGS AND DRUGGISTS' SUNDRIES MERCHANT WHOLESALERS,,4/13/2015,12/31/2025
SPE2DX15D2015,Department of Defense,DLA TROOP SUPPORT,AMERISOURCEBERGEN DRUG CORP,424210 - DRUGS AND DRUGGISTS' SUNDRIES MERCHANT WHOLESALERS,,4/17/2015,12/31/2025
SPE2DX15D1110,Department of Defense,DLA TROOP SUPPORT,AMERISOURCEBERGEN DRUG CORP,424210 - DRUGS AND DRUGGISTS' SUNDRIES MERCHANT WHOLESALERS,,4/12/2015,12/31/2025
SPE2DX15D6083,Department of Defense,DLA TROOP SUPPORT,AMERISOURCEBERGEN DRUG CORP,325411 - MEDICINAL AND BOTANICAL MANUFACTURING,,4/29/2015,12/31/2025
SPE2DX16D9415,Department of Defense,DLA TROOP SUPPORT,DMS PHARMACEUTICAL GROUP INC,424210 - DRUGS AND DRUGGISTS' SUNDRIES MERCHANT WHOLESALERS,,12/18/2015,12/31/2025
SPE2DX16D9926,Department of Defense,DLA TROOP SUPPORT,DMS PHARMACEUTICAL GROUP INC,424210 - DRUGS AND DRUGGISTS' SUNDRIES MERCHANT WHOLESALERS,,4/5/2016,12/31/2025
SPE2DX15D5022,Department of Defense,DLA TROOP SUPPORT,AMERISOURCEBERGEN DRUG CORP,424210 - DRUGS AND DRUGGISTS' SUNDRIES MERCHANT WHOLESALERS,,3/10/2015,12/31/2025
SPE2DX15D9757,Department of Defense,DLA TROOP SUPPORT,DMS PHARMACEUTICAL GROUP INC,325411 - MEDICINAL AND BOTANICAL MANUFACTURING,,4/30/2015,12/31/2025
SPE2DX16D9904,Department of Defense,DLA TROOP SUPPORT,DMS PHARMACEUTICAL GROUP INC,424210 - DRUGS AND DRUGGISTS' SUNDRIES MERCHANT WHOLESALERS,,3/24/2016,12/31/2025
SPE2DX15D1017,Department of Defense,DLA TROOP SUPPORT,AMERISOURCEBERGEN DRUG CORP,424210 - DRUGS AND DRUGGISTS' SUNDRIES MERCHANT WHOLESALERS,,4/10/2015,12/31/2025
SPE2DX15D9765,Department of Defense,DLA TROOP SUPPORT,DMS PHARMACEUTICAL GROUP INC,325411 - MEDICINAL AND BOTANICAL MANUFACTURING,,4/30/2015,12/31/2025
SPE2DX15D6912,Department of Defense,DLA TROOP SUPPORT,AMERISOURCEBERGEN DRUG CORP,424210 - DRUGS AND DRUGGISTS' SUNDRIES MERCHANT WHOLESALERS,,4/4/2016,12/31/2025
SPE2DX15D9352,Department of Defense,DLA TROOP SUPPORT,DMS PHARMACEUTICAL GROUP INC,325411 - MEDICINAL AND BOTANICAL MANUFACTURING,,4/27/2015,12/31/2025
SPE2DX15D9217,Department of Defense,DLA TROOP SUPPORT,DMS PHARMACEUTICAL GROUP INC,424210 - DRUGS AND DRUGGISTS' SUNDRIES MERCHANT WHOLESALERS,,4/20/2015,12/31/2025
SPE2DX15D9401,Department of Defense,DLA TROOP SUPPORT,DMS PHARMACEUTICAL GROUP INC,424210 - DRUGS AND DRUGGISTS' SUNDRIES MERCHANT WHOLESALERS,,3/10/2015,12/31/2025
SPE2DX15D2014,Department of Defense,DLA TROOP SUPPORT,AMERISOURCEBERGEN DRUG CORP,424210 - DRUGS AND DRUGGISTS' SUNDRIES MERCHANT WHOLESALERS,,4/17/2015,12/31/2025
SPE2DX15D9327,Department of Defense,DLA TROOP SUPPORT,DMS PHARMACEUTICAL GROUP INC,325411 - MEDICINAL AND BOTANICAL MANUFACTURING,,4/27/2015,12/31/2025
SPE2DX15D9202,Department of Defense,DLA TROOP SUPPORT,DMS PHARMACEUTICAL GROUP INC,424210 - DRUGS AND DRUGGISTS' SUNDRIES MERCHANT WHOLESALERS,,4/20/2015,12/31/2025
SPE2DX15D3501,Department of Defense,DLA TROOP SUPPORT,AMERISOURCEBERGEN DRUG CORP,325411 - MEDICINAL AND BOTANICAL MANUFACTURING,,4/27/2015,12/31/2025
SPE2DX15D6085,Department of Defense,DLA TROOP SUPPORT,AMERISOURCEBERGEN DRUG CORP,325411 - MEDICINAL AND BOTANICAL MANUFACTURING,,4/29/2015,12/31/2025
SPE2DX16D9927,Department of Defense,DLA TROOP SUPPORT,DMS PHARMACEUTICAL GROUP INC,424210 - DRUGS AND DRUGGISTS' SUNDRIES MERCHANT WHOLESALERS,,4/5/2016,12/31/2025
SPE2DX15D3022,Department of Defense,DLA TROOP SUPPORT,AMERISOURCEBERGEN DRUG CORP,325411 - MEDICINAL AND BOTANICAL MANUFACTURING,,4/27/2015,12/31/2025
SPE2DX16D2915,Department of Defense,DLA TROOP SUPPORT,AMERISOURCEBERGEN DRUG CORP,424210 - DRUGS AND DRUGGISTS' SUNDRIES MERCHANT WHOLESALERS,,3/3/2016,12/31/2025
SPE2DX15D8003,Department of Defense,DLA TROOP SUPPORT,"DAKOTA DRUG, INC.",424210 - DRUGS AND DRUGGISTS' SUNDRIES MERCHANT WHOLESALERS,,3/10/2015,12/31/2025
SPE2DX15D2003,Department of Defense,DLA TROOP SUPPORT,AMERISOURCEBERGEN DRUG CORP,424210 - DRUGS AND DRUGGISTS' SUNDRIES MERCHANT WHOLESALERS,,4/13/2015,12/31/2025
SPE2DX15D9340,Department of Defense,DLA TROOP SUPPORT,DMS PHARMACEUTICAL GROUP INC,325411 - MEDICINAL AND BOTANICAL MANUFACTURING,,4/27/2015,12/31/2025
SPE2DX15D3518,Department of Defense,DLA TROOP SUPPORT,AMERISOURCEBERGEN DRUG CORP,325411 - MEDICINAL AND BOTANICAL MANUFACTURING,,4/27/2015,12/31/2025
SPE2DX15D3009,Department of Defense,DLA TROOP SUPPORT,AMERISOURCEBERGEN DRUG CORP,325411 - MEDICINAL AND BOTANICAL MANUFACTURING,,4/27/2015,12/31/2025
SPE2DX16D4015,Department of Defense,DLA TROOP SUPPORT,AMERISOURCEBERGEN DRUG CORP,424210 - DRUGS AND DRUGGISTS' SUNDRIES MERCHANT WHOLESALERS,,12/18/2015,12/31/2025
SPE2DX15D2215,Department of Defense,DLA TROOP SUPPORT,AMERISOURCEBERGEN DRUG CORP,424210 - DRUGS AND DRUGGISTS' SUNDRIES MERCHANT WHOLESALERS,,4/17/2015,12/31/2025
SPE2DX15D7056,Department of Defense,DLA TROOP SUPPORT,AMERISOURCEBERGEN DRUG CORP,325411 - MEDICINAL AND BOTANICAL MANUFACTURING,,4/29/2015,12/31/2025
SPE2DX15D9629,Department of Defense,DLA TROOP SUPPORT,DMS PHARMACEUTICAL GROUP INC,325411 - MEDICINAL AND BOTANICAL MANUFACTURING,,4/29/2015,12/31/2025
SPE2DX15D3020,Department of Defense,DLA TROOP SUPPORT,AMERISOURCEBERGEN DRUG CORP,325411 - MEDICINAL AND BOTANICAL MANUFACTURING,,4/27/2015,12/31/2025
SPE2DX15D9519,Department of Defense,DLA TROOP SUPPORT,DMS PHARMACEUTICAL GROUP INC,424210 - DRUGS AND DRUGGISTS' SUNDRIES MERCHANT WHOLESALERS,,3/10/2015,12/31/2025
SPE2DX15D1010,Department of Defense,DLA TROOP SUPPORT,AMERISOURCEBERGEN DRUG CORP,424210 - DRUGS AND DRUGGISTS' SUNDRIES MERCHANT WHOLESALERS,,4/10/2015,12/31/2025
SPE2DX15D9404,Department of Defense,DLA TROOP SUPPORT,DMS PHARMACEUTICAL GROUP INC,424210 - DRUGS AND DRUGGISTS' SUNDRIES MERCHANT WHOLESALERS,,3/10/2015,12/31/2025
SPE2DX15D9167,Department of Defense,DLA TROOP SUPPORT,DMS PHARMACEUTICAL GROUP INC,424210 - DRUGS AND DRUGGISTS' SUNDRIES MERCHANT WHOLESALERS,,6/11/2015,12/31/2025
SPE2DX16D9928,Department of Defense,DLA TROOP SUPPORT,AMERISOURCEBERGEN DRUG CORP,424210 - DRUGS AND DRUGGISTS' SUNDRIES MERCHANT WHOLESALERS,,4/5/2016,12/31/2025
SPE2DX15D2018,Department of Defense,DLA TROOP SUPPORT,AMERISOURCEBERGEN DRUG CORP,424210 - DRUGS AND DRUGGISTS' SUNDRIES MERCHANT WHOLESALERS,,4/17/2015,12/31/2025
SPE2DX15D1600,Department of Defense,DLA TROOP SUPPORT,AMERISOURCEBERGEN DRUG CORP,424210 - DRUGS AND DRUGGISTS' SUNDRIES MERCHANT WHOLESALERS,,9/14/2015,12/31/2025
SPE2DX15D9101,Department of Defense,DLA TROOP SUPPORT,DMS PHARMACEUTICAL GROUP INC,424210 - DRUGS AND DRUGGISTS' SUNDRIES MERCHANT WHOLESALERS,,4/13/2015,12/31/2025
SPE2DX15D9901,Department of Defense,DLA TROOP SUPPORT,DMS PHARMACEUTICAL GROUP INC,424210 - DRUGS AND DRUGGISTS' SUNDRIES MERCHANT WHOLESALERS,,5/20/2015,12/31/2025
SPE2DX15D2209,Department of Defense,DLA TROOP SUPPORT,AMERISOURCEBERGEN DRUG CORP,424210 - DRUGS AND DRUGGISTS' SUNDRIES MERCHANT WHOLESALERS,,4/17/2015,12/31/2025
SPE2DX16D2923,Department of Defense,DLA TROOP SUPPORT,AMERISOURCEBERGEN DRUG CORP,424210 - DRUGS AND DRUGGISTS' SUNDRIES MERCHANT WHOLESALERS,,3/3/2016,12/31/2025
SPE2DX15D2223,Department of Defense,DLA TROOP SUPPORT,AMERISOURCEBERGEN DRUG CORP,424210 - DRUGS AND DRUGGISTS' SUNDRIES MERCHANT WHOLESALERS,,4/17/2015,12/31/2025
SPE2DX15D9251,Department of Defense,DLA TROOP SUPPORT,DMS PHARMACEUTICAL GROUP INC,424210 - DRUGS AND DRUGGISTS' SUNDRIES MERCHANT WHOLESALERS,,4/20/2015,12/31/2025
SPE2DX15D2109,Department of Defense,DLA TROOP SUPPORT,AMERISOURCEBERGEN DRUG CORP,424210 - DRUGS AND DRUGGISTS' SUNDRIES MERCHANT WHOLESALERS,,4/17/2015,12/31/2025
SPE2DX15D3516,Department of Defense,DLA TROOP SUPPORT,AMERISOURCEBERGEN DRUG CORP,325411 - MEDICINAL AND BOTANICAL MANUFACTURING,,4/27/2015,12/31/2025
SPE2DX15D9260,Department of Defense,DLA TROOP SUPPORT,DMS PHARMACEUTICAL GROUP INC,424210 - DRUGS AND DRUGGISTS' SUNDRIES MERCHANT WHOLESALERS,,4/20/2015,12/31/2025
SPE2DX15D5033,Department of Defense,DLA TROOP SUPPORT,AMERISOURCEBERGEN DRUG CORP,424210 - DRUGS AND DRUGGISTS' SUNDRIES MERCHANT WHOLESALERS,,8/24/2015,12/31/2025
SPE2DX15D3505,Department of Defense,DLA TROOP SUPPORT,AMERISOURCEBERGEN DRUG CORP,325411 - MEDICINAL AND BOTANICAL MANUFACTURING,,4/27/2015,12/31/2025
SPE2DX15D2013,Department of Defense,DLA TROOP SUPPORT,AMERISOURCEBERGEN DRUG CORP,424210 - DRUGS AND DRUGGISTS' SUNDRIES MERCHANT WHOLESALERS,,4/17/2015,12/31/2025
SPE2DX15D9249,Department of Defense,DLA TROOP SUPPORT,DMS PHARMACEUTICAL GROUP INC,424210 - DRUGS AND DRUGGISTS' SUNDRIES MERCHANT WHOLESALERS,,4/20/2015,12/31/2025
SPE2DX15D3004,Department of Defense,DLA TROOP SUPPORT,AMERISOURCEBERGEN DRUG CORP,325411 - MEDICINAL AND BOTANICAL MANUFACTURING,,4/27/2015,12/31/2025
SPE2DX15D1207,Department of Defense,DLA TROOP SUPPORT,AMERISOURCEBERGEN DRUG CORP,424210 - DRUGS AND DRUGGISTS' SUNDRIES MERCHANT WHOLESALERS,,4/12/2015,12/31/2025
SPE2DX15D9216,Department of Defense,DLA TROOP SUPPORT,DMS PHARMACEUTICAL GROUP INC,424210 - DRUGS AND DRUGGISTS' SUNDRIES MERCHANT WHOLESALERS,,4/20/2015,12/31/2025
SPE2DX15D3310,Department of Defense,DLA TROOP SUPPORT,AMERISOURCEBERGEN DRUG CORP,325411 - MEDICINAL AND BOTANICAL MANUFACTURING,,4/27/2015,12/31/2025
SPE2DX15D6047,Department of Defense,DLA TROOP SUPPORT,AMERISOURCEBERGEN DRUG CORP,325411 - MEDICINAL AND BOTANICAL MANUFACTURING,,4/29/2015,12/31/2025
SPE2DX15D5034,Department of Defense,DLA TROOP SUPPORT,AMERISOURCEBERGEN DRUG CORP,424210 - DRUGS AND DRUGGISTS' SUNDRIES MERCHANT WHOLESALERS,,9/9/2015,12/31/2025
SPE2DX15D7066,Department of Defense,DLA TROOP SUPPORT,AMERISOURCEBERGEN DRUG CORP,325411 - MEDICINAL AND BOTANICAL MANUFACTURING,,4/29/2015,12/31/2025
SPE2DX16D9991,Department of Defense,DLA TROOP SUPPORT,DMS PHARMACEUTICAL GROUP INC,424210 - DRUGS AND DRUGGISTS' SUNDRIES MERCHANT WHOLESALERS,,10/3/2016,12/31/2025
SPE2DX16D1902,Department of Defense,DLA TROOP SUPPORT,AMERISOURCEBERGEN DRUG CORP,424210 - DRUGS AND DRUGGISTS' SUNDRIES MERCHANT WHOLESALERS,,3/21/2016,12/31/2025
SPE2DX15D5012,Department of Defense,DLA TROOP SUPPORT,AMERISOURCEBERGEN DRUG CORP,424210 - DRUGS AND DRUGGISTS' SUNDRIES MERCHANT WHOLESALERS,,3/10/2015,12/31/2025
SPE2DX15D9381,Department of Defense,DLA TROOP SUPPORT,DMS PHARMACEUTICAL GROUP INC,325411 - MEDICINAL AND BOTANICAL MANUFACTURING,,4/27/2015,12/31/2025
SPE2DX16D2901,Department of Defense,DLA TROOP SUPPORT,AMERISOURCEBERGEN DRUG CORP,424210 - DRUGS AND DRUGGISTS' SUNDRIES MERCHANT WHOLESALERS,,3/2/2016,12/31/2025
SPE2DX15D4002,Department of Defense,DLA TROOP SUPPORT,AMERISOURCEBERGEN DRUG CORP,424210 - DRUGS AND DRUGGISTS' SUNDRIES MERCHANT WHOLESALERS,,3/10/2015,12/31/2025
SPE2DX15D9785,Department of Defense,DLA TROOP SUPPORT,DMS PHARMACEUTICAL GROUP INC,325411 - MEDICINAL AND BOTANICAL MANUFACTURING,,4/30/2015,12/31/2025
SPE2DX15D5010,Department of Defense,DLA TROOP SUPPORT,AMERISOURCEBERGEN DRUG CORP,424210 - DRUGS AND DRUGGISTS' SUNDRIES MERCHANT WHOLESALERS,,3/10/2015,12/31/2025
SPE2DX16D9901,Department of Defense,DLA TROOP SUPPORT,DMS PHARMACEUTICAL GROUP INC,424210 - DRUGS AND DRUGGISTS' SUNDRIES MERCHANT WHOLESALERS,,3/21/2016,12/31/2025
SPE2DX15D6042,Department of Defense,DLA TROOP SUPPORT,AMERISOURCEBERGEN DRUG CORP,325411 - MEDICINAL AND BOTANICAL MANUFACTURING,,4/29/2015,12/31/2025
SPE2DX15D1219,Department of Defense,DLA TROOP SUPPORT,AMERISOURCEBERGEN DRUG CORP,424210 - DRUGS AND DRUGGISTS' SUNDRIES MERCHANT WHOLESALERS,,6/11/2015,12/31/2025
SPE2DX15D7059,Department of Defense,DLA TROOP SUPPORT,AMERISOURCEBERGEN DRUG CORP,325411 - MEDICINAL AND BOTANICAL MANUFACTURING,,4/29/2015,12/31/2025
SPE2DX15D9127,Department of Defense,DLA TROOP SUPPORT,DMS PHARMACEUTICAL GROUP INC,424210 - DRUGS AND DRUGGISTS' SUNDRIES MERCHANT WHOLESALERS,,4/13/2015,12/31/2025
SPE2DX15D7051,Department of Defense,DLA TROOP SUPPORT,AMERISOURCEBERGEN DRUG CORP,325411 - MEDICINAL AND BOTANICAL MANUFACTURING,,4/29/2015,12/31/2025
SPE2DX15D9502,Department of Defense,DLA TROOP SUPPORT,DMS PHARMACEUTICAL GROUP INC,424210 - DRUGS AND DRUGGISTS' SUNDRIES MERCHANT WHOLESALERS,,3/10/2015,12/31/2025
SPE2DX15D9344,Department of Defense,DLA TROOP SUPPORT,DMS PHARMACEUTICAL GROUP INC,325411 - MEDICINAL AND BOTANICAL MANUFACTURING,,4/27/2015,12/31/2025
SPE2DX15D2020,Department of Defense,DLA TROOP SUPPORT,AMERISOURCEBERGEN DRUG CORP,424210 - DRUGS AND DRUGGISTS' SUNDRIES MERCHANT WHOLESALERS,,4/17/2015,12/31/2025
SPE2DX16D9411,Department of Defense,DLA TROOP SUPPORT,DMS PHARMACEUTICAL GROUP INC,424210 - DRUGS AND DRUGGISTS' SUNDRIES MERCHANT WHOLESALERS,,12/17/2015,12/31/2025
SPE2DX15D9348,Department of Defense,DLA TROOP SUPPORT,DMS PHARMACEUTICAL GROUP INC,325411 - MEDICINAL AND BOTANICAL MANUFACTURING,,4/27/2015,12/31/2025
SPE2DX15D4007,Department of Defense,DLA TROOP SUPPORT,AMERISOURCEBERGEN DRUG CORP,424210 - DRUGS AND DRUGGISTS' SUNDRIES MERCHANT WHOLESALERS,,3/10/2015,12/31/2025
SPE2DX15D9243,Department of Defense,DLA TROOP SUPPORT,DMS PHARMACEUTICAL GROUP INC,424210 - DRUGS AND DRUGGISTS' SUNDRIES MERCHANT WHOLESALERS,,4/20/2015,12/31/2025
SPE2DX15D1100,Department of Defense,DLA TROOP SUPPORT,AMERISOURCEBERGEN DRUG CORP,424210 - DRUGS AND DRUGGISTS' SUNDRIES MERCHANT WHOLESALERS,,4/12/2015,12/31/2025
SPE2DX15D9153,Department of Defense,DLA TROOP SUPPORT,DMS PHARMACEUTICAL GROUP INC,424210 - DRUGS AND DRUGGISTS' SUNDRIES MERCHANT WHOLESALERS,,4/13/2015,12/31/2025
INLNCL050364,Department of the Interior,BC-NATIONAL BUSINESS CENTER,"DUBOIS, CITY OF",531120 - LESSORS OF NONRESIDENTIAL BUILDINGS (EXCEPT MINIWAREHOUSES),,12/1/2008,12/31/2025
SPE2DX15D7049,Department of Defense,DLA TROOP SUPPORT,AMERISOURCEBERGEN DRUG CORP,325411 - MEDICINAL AND BOTANICAL MANUFACTURING,,4/29/2015,12/31/2025
SPE2DX15D1116,Department of Defense,DLA TROOP SUPPORT,AMERISOURCEBERGEN DRUG CORP,424210 - DRUGS AND DRUGGISTS' SUNDRIES MERCHANT WHOLESALERS,,4/12/2015,12/31/2025
SPE2DX15D9530,Department of Defense,DLA TROOP SUPPORT,DMS PHARMACEUTICAL GROUP INC,424210 - DRUGS AND DRUGGISTS' SUNDRIES MERCHANT WHOLESALERS,,4/2/2015,12/31/2025
SPE2DX15D7065,Department of Defense,DLA TROOP SUPPORT,AMERISOURCEBERGEN DRUG CORP,325411 - MEDICINAL AND BOTANICAL MANUFACTURING,,4/29/2015,12/31/2025
SPE2DX15D9528,Department of Defense,DLA TROOP SUPPORT,DMS PHARMACEUTICAL GROUP INC,424210 - DRUGS AND DRUGGISTS' SUNDRIES MERCHANT WHOLESALERS,,3/10/2015,12/31/2025
SPE2DX16D2924,Department of Defense,DLA TROOP SUPPORT,AMERISOURCEBERGEN DRUG CORP,424210 - DRUGS AND DRUGGISTS' SUNDRIES MERCHANT WHOLESALERS,,6/7/2016,12/31/2025
SPE2DX15D9130,Department of Defense,DLA TROOP SUPPORT,DMS PHARMACEUTICAL GROUP INC,424210 - DRUGS AND DRUGGISTS' SUNDRIES MERCHANT WHOLESALERS,,4/13/2015,12/31/2025
SPE2DX15D2105,Department of Defense,DLA TROOP SUPPORT,AMERISOURCEBERGEN DRUG CORP,424210 - DRUGS AND DRUGGISTS' SUNDRIES MERCHANT WHOLESALERS,,4/17/2015,12/31/2025
SPE2DX15D9224,Department of Defense,DLA TROOP SUPPORT,DMS PHARMACEUTICAL GROUP INC,424210 - DRUGS AND DRUGGISTS' SUNDRIES MERCHANT WHOLESALERS,,4/20/2015,12/31/2025
SPE2DX15D9787,Department of Defense,DLA TROOP SUPPORT,DMS PHARMACEUTICAL GROUP INC,325411 - MEDICINAL AND BOTANICAL MANUFACTURING,,4/30/2015,12/31/2025
SPE2DX16D9418,Department of Defense,DLA TROOP SUPPORT,DMS PHARMACEUTICAL GROUP INC,424210 - DRUGS AND DRUGGISTS' SUNDRIES MERCHANT WHOLESALERS,,12/22/2015,12/31/2025
SPE2DX15D9640,Department of Defense,DLA TROOP SUPPORT,DMS PHARMACEUTICAL GROUP INC,325411 - MEDICINAL AND BOTANICAL MANUFACTURING,,4/29/2015,12/31/2025
SPE2DX16D5035,Department of Defense,DLA TROOP SUPPORT,AMERISOURCEBERGEN DRUG CORP,424210 - DRUGS AND DRUGGISTS' SUNDRIES MERCHANT WHOLESALERS,,5/23/2016,12/31/2025
SPE2DX15D6063,Department of Defense,DLA TROOP SUPPORT,AMERISOURCEBERGEN DRUG CORP,325411 - MEDICINAL AND BOTANICAL MANUFACTURING,,4/29/2015,12/31/2025
SPE2DX15D9132,Department of Defense,DLA TROOP SUPPORT,DMS PHARMACEUTICAL GROUP INC,424210 - DRUGS AND DRUGGISTS' SUNDRIES MERCHANT WHOLESALERS,,4/13/2015,12/31/2025
SPE2DX16D9907,Department of Defense,DLA TROOP SUPPORT,DMS PHARMACEUTICAL GROUP INC,424210 - DRUGS AND DRUGGISTS' SUNDRIES MERCHANT WHOLESALERS,,3/24/2016,12/31/2025
SPE2DX15D5014,Department of Defense,DLA TROOP SUPPORT,AMERISOURCEBERGEN DRUG CORP,424210 - DRUGS AND DRUGGISTS' SUNDRIES MERCHANT WHOLESALERS,,3/10/2015,12/31/2025
