Business name,Capabilities narrative,Capabilities statement link,Active SBA certifications,Contact person's name,Contact person's email,Address line 1,Address line 2,City,State,Zipcode,Primary NAICS code,All NAICS codes,“Small” NAICS codes
"=HYPERLINK( ""https://search.certifications.sba.gov/profile/PBT3DM27VMN6/801E3"", ""POHAKU PACIFIC LLC"" )","Pohaku Pacific LLC is a NHO-owned, small disadvantaged business.  Our primary focus areas include administrative management, general management consulting, scientific and technical consulting services.",,8(a),DANE UPERESA,duperesa@pohakupacific.com,725 KAPIOLANI BLVD APT 3701,,HONOLULU,Hawaii,96813,541611,"541219, 541330, 541511, 541512, 541513, 541519, 541611, 541618, 541990, 561110, 561499, 621111, 621340, 621399, 621999, 622110, 624190","541219, 541330, 541511, 541512, 541513, 541519, 541611, 541618, 541990, 561110, 561499, 621111, 621340, 621399, 621999, 622110, 624190"
"=HYPERLINK( ""https://search.certifications.sba.gov/profile/FAZEJLQRCCS5/7GWV7"", ""TYONEK TECHNICAL SERVICES, LLC"" )","Full spectrum research and development services for complex systems, sub-systems and components for aviation, ground and maritime defense articles.",,8(a),JEFF ZELENA,JZELENA@TYONEK.COM,229 PALMER ROAD,,MADISON,Alabama,35758,541715,"336411, 336413, 488190, 541330, 541511, 541512, 541519, 541611, 541715, 541990, 611420, 611430, 611710, 811310","336411, 336413, 488190, 541330, 541511, 541512, 541519, 541715"
"=HYPERLINK( ""https://search.certifications.sba.gov/profile/VK9TDYJYKHA7/3PXZ9"", ""EAGLE ONE SOLUTIONS, INC."" )","EOSi is a strategic consulting firm specializing in providing acquisition, contract management, earned value management and human capital management support services to the Federal Government.",,8(a),JOSEPH WITZGALL,joseph.witzgall@chenega.com,609 INDEPENDENCE PKWY,STE 210,CHESAPEAKE,Virginia,23320,541614,"541513, 541519, 541611, 541612, 541614, 541618, 541990, 561110, 561499, 928110","541513, 541519, 541611, 541612, 541614, 541618, 541990, 561499"
"=HYPERLINK( ""https://search.certifications.sba.gov/profile/CLWDDJ4MQG74/7NQN1"", ""T&H SOLUTIONS LLC"" )","T&H Solutions is a tribally owned small business that is dedicated to providing best in class IT,  R & D, engineering, computer facilities management services, facilities support services and can meet all of your consulting and management needs. Certified: Quality Assurance Standards: ISO-9000 Series",https://thtbc.com/,"8(a), HUBZone",RICHARD RINEHART,rinehart@thtbc.com,1150 ACADEMY PARK LOOP STE 230-H2,,COLORADO SPRINGS,Colorado,80910,541512,"518210, 541330, 541511, 541512, 541513, 541519, 541611, 541715, 561210","518210, 541330, 541511, 541512, 541513, 541519, 541611, 541715, 561210"
"=HYPERLINK( ""https://search.certifications.sba.gov/profile/HH5TFNUPN514/6VFT9"", ""ASRC FEDERAL FACILITIES LOGISTICS, LLC"" )",,,8(a),MONICA RUST,mrust@asrcfederal.com,1355 LONDON BRIDGE RD,,VIRGINIA BEACH,Virginia,23453,541614,"333611, 541330, 541511, 541512, 541513, 541519, 541614, 541715","333611, 541715"
"=HYPERLINK( ""https://search.certifications.sba.gov/profile/L9PJVVHEVK43/7RHG2"", ""GENESIS VENTURE GROUP, INCORPORATED"" )",Genesis Venture Group is a SBA 8(a) Certified Women Owned Small Business that provides financial and billing services to professional and institutional providers since 2012. Our ultimate goal is to surpass your expectations and make your job easier.,,"8(a), WOSB, EDWOSB",SUSAN SABADACH,ssabadach@genesismbs.com,2513 RUSSWOOD DR,,FLOWER MOUND,Texas,75028,561110,"541219, 541519, 541611, 541618, 541990, 561110, 561210","541219, 541519, 541611, 541618, 541990, 561110, 561210"
"=HYPERLINK( ""https://search.certifications.sba.gov/profile/UMZ6Q8Z172E8/130V7"", ""JBW GROUP LLC"" )",,,8(a),WESLEY LANE,wlane@jbwfederal.com,3721 EMERALD ST APT D,,TORRANCE,California,90503,562910,"456130, 456199, 523160, 523910, 523940, 532310, 561110, 561210, 561499, 561613, 561621, 561622, 561710, 561720, 561730, 561740, 561910, 561990, 562111, 562112, 562119, 562211, 562212, 562213, 562219, 562910, 562920, 562991, 562998, 623110, 623220, 623312, 623990, 624230","456130, 456199, 523160, 523910, 523940, 532310, 561110, 561210, 561499, 561613, 561621, 561622, 561710, 561720, 561730, 561740, 561910, 561990, 562111, 562112, 562119, 562211, 562212, 562213, 562219, 562910, 562920, 562991, 562998, 623110, 623220, 623312, 623990, 624230"
"=HYPERLINK( ""https://search.certifications.sba.gov/profile/Y52XLUGPTPL5/12MW0"", ""COHO CONSTRUCTION MANAGEMENT, LLC"" )",,,8(a),JEFFREY BABOS,jeff.babos@cohocm.com,429 S TYNDALL PKWY STE L,,PANAMA CITY,Florida,32404,541611,"236210, 236220, 237110, 237130, 237310, 237990, 238110, 238160, 238210, 238220, 238910, 238990, 314110, 334118, 334210, 334220, 334310, 517410, 541330, 541511, 541512, 541513, 541519, 541611, 541614, 541620, 541690, 561210, 561410, 561730, 562910, 611430","236210, 236220, 237110, 237130, 237310, 237990, 238110, 238160, 238210, 238220, 238910, 238990, 314110, 334118, 334210, 334220, 334310, 517410, 541330, 541511, 541512, 541513, 541519, 541611, 541614, 541620, 541690, 561210, 561410, 561730, 562910, 611430"
"=HYPERLINK( ""https://search.certifications.sba.gov/profile/CAMXRD5CHVN6/9CLK4"", ""CHICKASAW FEDERAL HEALTH, LLC"" )",,,8(a),SHEILA HAMLIN,Sheila.Hamlin@chickasaw.com,"2600 JOHN SAXON BLVD., SUITE 2227",,NORMAN,Oklahoma,73071,541690,"541380, 541511, 541512, 541513, 541519, 541611, 541612, 541613, 541614, 541618, 541690, 541713, 541715, 541720, 541990","541380, 541511, 541512, 541513, 541519, 541611, 541612, 541613, 541614, 541618, 541690, 541713, 541715, 541720, 541990"
"=HYPERLINK( ""https://search.certifications.sba.gov/profile/L9CRNSMZHRF5/8JMA2"", ""CYBERSTAR LLC"" )","At Cyberstar, we offer an alternate solution to improving the quality and effectiveness of business operations. In an ever changing economy, Cyberstar helps companies and Government customers optimize their operations primarily through the provision of modern and secure Government facilities as well as SCIFs. Additionally, we read and understand our customers' market data through the synchronization of process innovation, human dynamics, analysis, and the integration of data technology capabilities to ensure functional optimization in their business.",,8(a),APRIL LAMBERT,amlambert@chenega.com,10505 FURNACE RD,STE 205,LORTON,Virginia,22079,561499,"531120, 541330, 541511, 541512, 541513, 541519, 541611, 541614, 541618, 541690, 541715, 541990, 561320, 561499, 611430, 611710","531120, 541330, 541511, 541512, 541513, 541519, 541611, 541614, 541618, 541690, 541715, 541990, 561320, 561499, 611710"
"=HYPERLINK( ""https://search.certifications.sba.gov/profile/PSJHFXBF4GJ9/7ERY6"", ""ETHIC TECH, LLC"" )","Ethic Tech consultants are experts in optimizing all aspects of Facilities Maintenance Operations, including Real Property Data Management, Work Management, Service Fulfillment, Resource Allocation, Customer Service Interface, Call Center Staffing and Optimization, Performance Reporting, Procurement Effectiveness, and Data Quality Management.  Ethic Tech SMEs have supported the Army Installation Management Command (IMCOM) and many Directorates of Public Works worldwide.  We are experts in the Plant Maintenance, Real Property, and Resource Management modules of the General Fund Enterprise Business System (GFEBS).",,"8(a), VOSB",MICHAEL MAINWOLD,michael.mainwold@kwolyewmfederal.com,401 WYNN DR NW,,HUNTSVILLE,Alabama,35805,541511,"238210, 336419, 518210, 531390, 541330, 541370, 541511, 541512, 541513, 541519, 541611, 541715, 541990, 561110, 561210, 561320, 561612, 561990, 611710, 621330, 624190","238210, 336419, 518210, 531390, 541330, 541370, 541511, 541512, 541513, 541519, 541611, 541715, 541990, 561110, 561210, 561320, 561612, 561990, 611710, 624190"
"=HYPERLINK( ""https://search.certifications.sba.gov/profile/X52XW7LMZE57/7XMQ9"", ""NORTHWEST CONTRACTING, LLC"" )","Northwest Contracting LLC 
Alaska native company subsidiary of Bering Straits Native Corporation providing service to the federal government and commercial clients in highway construction, railways, taxiways, airport apron maintenance, and bridge construction.",,8(a),RYAN NOONAN,rnoonan@bsnc.net,11350 S GAMBELL ST # 1,,ANCHORAGE,Alaska,99515,237310,"237310, 237990, 238210, 238910, 238990, 561720, 811310","237310, 237990, 238210, 238910, 238990, 561720, 811310"
"=HYPERLINK( ""https://search.certifications.sba.gov/profile/D56MUMNUV8S5/7L3E7"", ""NATIVE STAR GROUP, INC"" )","Native Star Group, Inc. is a SBA 8(a) & HUBZone certified, Native American & Economically Disadvantaged Woman-Owned Small Business (EDWOSB).  Combined, our key personnel have over 75 years of experience in project management, estimating and planning of large, government contracts, including SABER, SATOC and POCA contracts. We are a turn-key contractor including design and all disciplines of construction, including but not limited to architectural, civil, mechanical, plumbing, electrical, fire protection & DDC controls.",,"8(a), HUBZone, WOSB, EDWOSB",JOSH PETERSON,josh@nativestargroup.com,17406 E 425 RD,,JAY,Oklahoma,74346,236220,"221310, 221320, 236210, 236220, 237110, 237120, 237130, 237310, 237990, 238110, 238120, 238130, 238150, 238160, 238170, 238190, 238210, 238220, 238290, 238310, 238320, 238330, 238350, 238910, 238990, 488119, 518210, 541330, 541618, 541990, 561210, 562910","221310, 221320, 236210, 236220, 237110, 237120, 237130, 237310, 237990, 238110, 238120, 238130, 238150, 238160, 238170, 238190, 238210, 238220, 238290, 238310, 238320, 238330, 238350, 238910, 238990, 488119, 518210, 541330, 541618, 541990, 561210, 562910"
"=HYPERLINK( ""https://search.certifications.sba.gov/profile/MCZAUMQBNNB6/9VRX9"", ""AKTARIUS LLC"" )","Aktarius LLC dba DAWSON AKT is an SBA Certified NHO-owned 8(a) Small Business providing facilities support services and professional technical services focusing on emergency response, advisory assistance, subject matter expert staff support, education and training, and doctrine development for Federal and State government agencies. Aktarius brings a significant depth of expertise in Chemical, Biological, Radiological, Nuclear (CBRN), and Emergency Management Readiness and Response exercise planning, execution, and training; joint doctrine development; strategic policy reviews; operations and maintenance of toxic agent training facilities; and Weapons of Mass Destruction (WMD) capability-based studies and analysis.",,8(a),MIKE GELSLEICHTER,mgelsleichter@dawsonohana.com,5383 W ROBERTS AVE,,FRESNO,California,93722,561210,"236220, 237120, 237310, 237990, 238160, 238190, 238210, 238220, 238290, 238320, 238910, 238990, 336611, 485999, 488190, 488490, 488999, 493110, 513210, 519210, 531120, 531311, 531312, 532420, 541211, 541219, 541310, 541320, 541330, 541350, 541360, 541370, 541380, 541511, 541512, 541513, 541519, 541611, 541612, 541613, 541614, 541618, 541620, 541690, 541715, 541990, 561110, 561210, 561422, 561621, 561710, 561720, 561730, 561990, 562111, 562112, 562119, 562211, 562910, 611430, 611512, 611519, 611691, 611699, 611710, 811111, 811210, 811310","336611, 541519, 541715, 562910"
"=HYPERLINK( ""https://search.certifications.sba.gov/profile/M5KVMCBMJV71/9WW12"", ""CATAWBA TEAPEC LLC"" )",,,8(a) JV,RONNIE BECK,ronnie.beck@catawbacorps.com,996 AVENUE OF THE NATIONS,,ROCK HILL,South Carolina,29730,562910,562910,562910
"=HYPERLINK( ""https://search.certifications.sba.gov/profile/EZAFPH5GL3E9/57X88"", ""CHEROKEE NATION FEDERAL CONSULTING, L.L.C."" )",,,"8(a), HUBZone",JENNYLYNN GATES,jennylynn.gates@cherokee-federal.com,2 W 2ND ST STE 1500-38,,TULSA,Oklahoma,74103,541618,"493110, 493120, 493190, 518210, 541330, 541350, 541370, 541511, 541512, 541519, 541611, 541614, 541618, 541620, 541690, 541715, 541820, 541990, 561110, 561210, 561320, 561330, 561499, 611420, 611430, 624230",541715
"=HYPERLINK( ""https://search.certifications.sba.gov/profile/JN3YF76AQLV8/854J7"", ""INTELLIGENT TECHNOLOGY, LLC"" )","Intelligent Technology, LLC (I-Tech) is part of Wood River Federal (WRF), a group of Alaska Native Corporation (ANC) subsidiaries 
providing a variety of IT, technical, and professional services to Federal Government clients. WRF companies employ personnel and subcontractors on Federal and Department of Defense (DoD) client sites in ten different states. WRF companies have an effective, proven process for transition of incumbent personnel. WRF companies have RECRUITED and RETAINED a wide variety of disciplines to support Federal Government clients nationwide - from veterinary technicians to network engineers to master divers. I-Tech is a prime contractor on GSA 8(a) STARS III.",https://woodriverfederal.com/wp-content/uploads/2023/12/20231201_WDRV_Capabilities_Statement.pdf,8(a),WILL EMERSON,will.emerson@itech-anc.com,104 MAIN ST STE 201,,DILLINGHAM,Alaska,99576,541715,"541330, 541512, 541513, 541519, 541611, 541614, 541618, 541690, 541715","541330, 541512, 541513, 541519, 541611, 541614, 541618, 541690, 541715"
"=HYPERLINK( ""https://search.certifications.sba.gov/profile/WDPNBBRVA7S6/7JMN7"", ""STG PACIFIC, LLC"" )","Specialize in Federal infrastructure projects including the following types of construction projects: Facilities/Vertical, Power Generation, Civil, Bridge, Pile Foundation, Deep Foundations, Seismic Resistant Structures,  Sheet Pile Shoring, Communication Tower Systems, Wind Turbine Installations, Crane Services, Field Safety, Drilled Shafts, Bulk Fuel Storage and Point-Of-Sale Systems, High-frequency Electromagnetic Pulse (HEMP) shield installation. Experienced in remote and logistically challenged projects. Capable of working in Marine environmments, protected lands, culturally sensitive areas and environmentally challenged projects.
ANC 8(a) Contractor with over 27 years design-build experience. All-in-one solution for remote and technical projects. Access to sophisticated crane fleet with largest crane in Alaska. Award winning Safety Program.",,8(a),ROBERT CHAMPION,robert.champion@stgpacific.com,3700 CENTERPOINT DR,STE 8155,ANCHORAGE,Alaska,99503,238990,"236220, 237110, 237120, 237130, 237310, 237990, 238110, 238120, 238130, 238190, 238220, 238290, 238320, 238330, 238350, 238910, 238990, 541330, 561210","236220, 237110, 237120, 237130, 237310, 237990, 238110, 238120, 238130, 238190, 238220, 238290, 238320, 238330, 238350, 238910, 238990, 541330, 561210"
"=HYPERLINK( ""https://search.certifications.sba.gov/profile/JA1YKTJJRF34/8R2M3"", ""ALEUT CONSTRUCTION LLC"" )",,,8(a),THOMAS ALEXADER,tom.alexander@aleutfederal.com,1071 FISHINGER RD STE 102,,COLUMBUS,Ohio,43221,237990,"212319, 212321, 221112, 221114, 221118, 221320, 236210, 236220, 237110, 237130, 237210, 237310, 237990, 238110, 238120, 238130, 238140, 238160, 238170, 238190, 238210, 238220, 238310, 238320, 238330, 238910, 238990, 325411, 325412, 325413, 325611, 332311, 333912, 334519, 541330, 541611, 541690, 561210, 561320, 562211, 562910, 621111, 621112, 624230","212319, 212321, 221112, 221114, 221118, 221320, 236210, 236220, 237110, 237130, 237210, 237310, 237990, 325411, 325412, 325413, 325611, 332311, 333912, 334519, 541330, 561210, 561320, 562211, 562910, 624230"
"=HYPERLINK( ""https://search.certifications.sba.gov/profile/L96JQ48WBYR3/7QUX6"", ""TIKIGAQ FEDERAL SERVICES LLC"" )","Tikigaq Federal, LLC, is composed of a team of qualified personnel, providing expertise in construction, project management, renovations, operations and maintenance, base operations services, facility security services, and other caretaker services.  We work with our clients to ensure customer satisfaction, quality projects/products, and cost-effective services. We believe the key to any successful project is gaining a thorough understanding of the client’s needs and focusing our attention on satisfying those needs in a timely, safe, efficient and cost productive way.",,8(a),JAMES DANIEL,jdaniel@tikigaq.com,1432 INGRA ST,,ANCHORAGE,Alaska,99501,236220,"236220, 237310, 237990, 238110, 238320, 238350, 238990, 326199, 493110, 561210, 561612, 561622, 561720, 561730, 562910, 721310, 811310","236220, 237310, 237990, 238110, 238320, 238350, 238990, 326199, 493110, 561210, 561612, 561622, 561720, 561730, 562910, 721310, 811310"
"=HYPERLINK( ""https://search.certifications.sba.gov/profile/FETUZVEP11M6/660J0"", ""TATITLEK MANAGEMENT SERVICES, LLC"" )",,,8(a),ROBERT RUGGIERO,legal@tatitlek.com,561 E 36TH AVE STE 400,,ANCHORAGE,Alaska,99503,541990,"336611, 481211, 485991, 485999, 488111, 488190, 488490, 488999, 492110, 493110, 493120, 493190, 512191, 512290, 513210, 516210, 517111, 517112, 517121, 517410, 517810, 518210, 519290, 531312, 541310, 541320, 541330, 541350, 541360, 541370, 541380, 541430, 541490, 541511, 541512, 541513, 541519, 541611, 541612, 541613, 541614, 541618, 541620, 541690, 541715, 541720, 541990, 561110, 561210, 561320, 561499, 561611, 561612, 561621, 561710, 561720, 561730, 562111, 562112, 562211, 611420, 611512, 611710, 811114, 811121, 811198, 811310","336611, 481211, 485991, 485999, 488111, 488190, 488490, 488999, 492110, 493110, 493120, 493190, 512191, 512290, 513210, 516210, 517111, 517112, 517121, 517410, 517810, 518210, 519290, 531312, 541310, 541320, 541330, 541350, 541360, 541370, 541380, 541430, 541490, 541511, 541512, 541513, 541519, 541611, 541612, 541613, 541614, 541618, 541620, 541690, 541715, 541720, 541990, 561110, 561210, 561320, 561499, 561611, 561612, 561621, 561710, 561720, 561730, 562111, 562112, 562211, 611420, 611512, 611710, 811114, 811121, 811198, 811310"
"=HYPERLINK( ""https://search.certifications.sba.gov/profile/CYJKF4ZFQKG1/9N6V7"", ""ARETE JV"" )",,,8(a) JV,KYLE TE,kyle.te@aretecontracting.com,220 E DUNKLIN ST,,JEFFERSON CITY,Missouri,65101,236220,"236118, 236210, 236220, 237110, 237120, 237130, 237210, 237310, 237990, 238110, 238120, 238130, 238140, 238150, 238160, 238170, 238190, 238210, 238220, 238290, 238310, 238320, 238330, 238340, 238350, 238390, 238910, 238990","236118, 236210, 236220, 237110, 237120, 237130, 237210, 237310, 237990, 238110, 238120, 238130, 238140, 238150, 238160, 238170, 238190, 238210, 238220, 238290, 238310, 238320, 238330, 238340, 238350, 238390, 238910, 238990"
"=HYPERLINK( ""https://search.certifications.sba.gov/profile/TY77SPHBD5C1/90KD9"", ""CCI ELECTRICAL CONTRACTORS, LLC"" )","Panhandle Renewable Solutions LLC provides customized, integrated renewable energy and solar electrical power systems construction and repairs/upgrades for government and private industry that ensure reliability, efficiency, sustainability, and meets customers’ needs.",,8(a),JOHN MORRISON,dmorrison@bbch-llc.com,4100 LEGENDARY DR STE 250C,,DESTIN,Florida,32541,238210,"221114, 236220, 237110, 237130, 238210, 238220, 238290, 238990, 541330, 561621","221114, 236220, 237110, 237130, 238210, 238220, 238290, 238990, 541330, 561621"
"=HYPERLINK( ""https://search.certifications.sba.gov/profile/N9BHXMD2B915/9LJ41"", ""MTNT FACILITY SOLUTIONS, LLC"" )","MFS provides a variety of specialty services including facilities management and maintenance services, facility support services, and general and specialized construction management services.",https://mtnt.net/wp-content/uploads/2025/09/MTNT-Facility-Solutions-Capability-Statement-09262025.pdf,8(a),KELLY MCANDREW,kmcandrew@mtnt.net,400 W TUDOR RD STE A400,,ANCHORAGE,Alaska,99503,561210,"236220, 237110, 238160, 238210, 238220, 238310, 238320, 238990, 561210, 713990, 811310","236220, 237110, 238160, 238210, 238220, 238310, 238320, 238990, 561210, 713990, 811310"
"=HYPERLINK( ""https://search.certifications.sba.gov/profile/QMSRE7EPYWR9/54UY5"", ""CORDOVA CENTRAL, LLC"" )",Cordova Central ('CCL') has the capability to recruit and retain quality personnel. CCL has gathered an experienced and diverse management team of business and military executives; all experienced in managing programs and government contracts.,,8(a),QUIRINO CARDENAS,qcardenas@cordovacentral.com,615 E 82ND AVE,STE 300,ANCHORAGE,Alaska,99518,541512,"237990, 541511, 541512, 541513, 541519, 541611, 541612, 541614, 541618, 541690, 541990, 561110, 561210, 611420, 611430, 611512, 611699, 611710, 621111, 621999","237990, 541511, 541512, 541513, 541519, 541611, 541612, 541614, 541618, 541690, 541990, 561110, 561210, 611420, 611430, 611512, 611699, 611710, 621111, 621999"
"=HYPERLINK( ""https://search.certifications.sba.gov/profile/FRLGMTTX3JR1/8EZ37"", ""ONEIDA NETWORK INFRASTRUCTURE, LLC"" )","Oneida Network Infrastructure, LLC (ONI) is an Integrated IT solutions provider with core competencies focused on computer system design, deployment, and support.  Network Infrastructure is that portion of the IT services that allows devices to connect and communicate. Network infrastructure generally consists of hardware such as routers, switches, servers, firewalls, load balancers, cabling and wireless access points that provide services such as DNS (domain name services), IDS(intrusion detection services), key management, certificate authority, VoIP, and network management applications. We specialize in system architecture, system deployment and solution integration, wired and wireless network infrastructure, cybersecurity, intrusion detection and prevention, information assurance, risk management framework, and network management application support services. ONI delivers innovative solutions, rapid time-to-value and world-class service, training, and support.",,8(a),JOSEPH CAVANO,joseph.cavano@oneida-innovations.com,579A MAIN ST STE 2,,ONEIDA,New York,13421,541512,"238210, 334210, 512191, 512290, 513210, 516210, 517111, 517112, 517121, 517410, 517810, 518210, 519290, 541330, 541430, 541490, 541511, 541512, 541513, 541519, 541611, 541613, 541614, 541618, 541690, 541715, 541990, 561621, 611420, 611710","238210, 334210, 512191, 512290, 513210, 516210, 517111, 517112, 517121, 517410, 517810, 518210, 519290, 541330, 541430, 541490, 541511, 541512, 541513, 541519, 541611, 541613, 541614, 541618, 541690, 541715, 541990, 561621, 611420, 611710"
"=HYPERLINK( ""https://search.certifications.sba.gov/profile/N6ZHE3SYDSR8/80WC9"", ""SES ELECTRICAL LLC"" )","SES Electrical LLC delivers full-service design-build construction services to commercial and government clients that are tailored to address customer needs, incorporate lean building practices, and provide maximum value sustainable solutions.",,8(a),JOHN MORRISON,dmorrison@bbch-llc.com,4393 COMMONS DR E STE 207,,DESTIN,Florida,32541,236220,"221114, 236210, 236220, 237110, 237120, 237130, 237310, 237990, 238160, 238190, 238210, 238220, 238290, 238910, 238990, 339999, 531120, 541330, 541490, 561621","221114, 236210, 236220, 237110, 237120, 237130, 237310, 237990, 339999, 531120, 541330"
"=HYPERLINK( ""https://search.certifications.sba.gov/profile/V1U1FNF1LLV4/74VT6"", ""OSAGE NATION ENERGY SERVICES LLC"" )","Osage Nation Energy Services, LLC is a Native American small business owned by the Osage Nation, Pawhuska, OK. Main capabilities: Environmental Consulting, Environmental Services including Environmental Assessment, NEPA",,8(a),TIFFANY REID,tiffany.reid@ones-llc.com,3455 N OSAGE DR,,TULSA,Oklahoma,74127,541620,"334111, 334516, 423450, 541330, 541511, 541512, 541519, 541611, 541618, 541620, 541690, 541990, 561110, 562119, 562211, 562910, 562998","334111, 334516, 423450, 541330, 541511, 541512, 541519, 541611, 541618, 541620, 541690, 541990, 561110, 562119, 562211, 562910, 562998"
"=HYPERLINK( ""https://search.certifications.sba.gov/profile/GAD7ULN6AG33/02M22"", ""KATMAI GLOBAL SOLUTIONS, LLC"" )",,,8(a),TERESA DERRICKSON,TDerrickson@katmaicorp.com,34 KELLEY WAY,,BRILLIANT,Ohio,43913,493110,"238390, 334111, 334514, 337127, 337214, 455219, 493110, 493190, 541512, 561910","238390, 334111, 334514, 337127, 337214, 455219, 493110, 493190, 541512, 561910"
"=HYPERLINK( ""https://search.certifications.sba.gov/profile/L4NFMBRVHVC9/7GY68"", ""CHEROKEE NATION MECHANICAL LLC"" )","Cherokee Nation Mechanical (CNM) provides the best quality control, cost management, attention to safety and schedule adherence for mechanical and plumbing projects.  Fabrication and systems installation core capabilities include: air branch & distribution piping, chilled water piping, domestic water facility piping, equipment & rigging, HVAC duct package installation, hydronic piping, process piping, and specialty gas piping",,8(a),JENNYLYNN GATES,jennylynn.gates@cherokee-federal.com,2 W 2ND ST STE 1500-30,,TULSA,Oklahoma,74103,238220,"236210, 236220, 237110, 237130, 237310, 237990, 238110, 238160, 238210, 238220, 238290, 238910, 238990, 488490, 531120, 532490, 561210, 562910","236210, 236220, 237110, 237130, 237310, 237990, 238110, 238160, 238210, 238220, 238290, 238910, 238990, 488490, 531120, 532490, 561210, 562910"
"=HYPERLINK( ""https://search.certifications.sba.gov/profile/S4K2RKF7DNN6/7JL83"", ""ALLIANCE WEST INSURANCE INC"" )",Full Service Disadvantaged Minority and Woman-owned Insurance Company and Broker,,"8(a), WOSB, EDWOSB",BARBARA BENZ,piilani@alliancewestinsurance.com,6919 LAKEWOOD DR W,STE D1,TACOMA,Washington,98467,524210,"236220, 524113, 524114, 524126, 524127, 524128, 524210, 524291, 524298, 541330, 541611, 541612, 541618, 541690, 541990, 561110, 561612, 561621, 561720, 611430, 611699, 621399","236220, 524113, 524114, 524126, 524127, 524128, 524210, 524291, 524298, 541330, 541611, 541612, 541618, 541690, 541990, 561110, 561612, 561621, 561720, 611430, 611699, 621399"
"=HYPERLINK( ""https://search.certifications.sba.gov/profile/N1WNB741L7M5/9VDB2"", ""TREON SUPPORT SERVICES JV, LLC"" )",,,8(a) JV,RON PERRY,ron.perry@teyacompany.com,101 E 9TH AVE STE 9B,,ANCHORAGE,Alaska,99501,236220,"236210, 236220, 237110, 237120, 237130, 237210, 237310, 237990, 561210","236210, 236220, 237110, 237120, 237130, 237210, 237310, 237990, 561210"
"=HYPERLINK( ""https://search.certifications.sba.gov/profile/RUDRDK5EWMH6/9MPU5"", ""MIAMI TECHNICAL SERVICES, LLC"" )",,,8(a),VICTOR BADAMI,vbadami@miamifed.com,3531 P ST NW STE B,,MIAMI,Oklahoma,74354,541519,"321991, 332311, 493110, 518210, 541330, 541511, 541512, 541513, 541519, 541611, 541690, 541990, 561110, 561210, 561499, 611420","321991, 332311, 493110, 518210, 541330, 541511, 541512, 541513, 541519, 541611, 541690, 541990, 561110, 561210, 561499, 611420"
"=HYPERLINK( ""https://search.certifications.sba.gov/profile/EK9BFMG3GN48/126V6"", ""CONTROLLER BAY, LLC"" )",,,8(a),KAREN CAVAZOS,kcavazos@controllerbay.com,301 N LAKE AVE STE 600,,PASADENA,California,91101,541611,"541512, 541611, 541618, 541720, 561210, 562910","541512, 541611, 541618, 541720, 561210, 562910"
"=HYPERLINK( ""https://search.certifications.sba.gov/profile/FMWVU3EYSVF7/7LSU0"", ""CHEROKEE NATION SYSTEM SOLUTIONS LLC"" )","with a focus on the research, development, application and support of new technology solutions for our clients.  Our expertise includes the provision of earth and related scientific specialists as well as management of IT systems, technical infrastructures, application of GIS and related geospatial data management technologies, program management and facility/asset management.",,"8(a), HUBZone",JENNYLYNN GATES,jennylynn.gates@cherokee-federal.com,2 W 2ND ST STE 1500-32,,TULSA,Oklahoma,74103,541513,"238390, 238910, 332439, 333924, 334111, 334290, 334310, 334510, 334516, 334517, 339112, 339113, 339114, 423210, 423420, 423430, 423450, 423490, 424120, 424210, 425120, 484230, 485113, 485999, 493110, 493190, 513210, 518210, 532490, 541110, 541330, 541370, 541511, 541512, 541513, 541519, 541611, 541612, 541620, 541690, 541713, 541714, 541715, 541720, 541910, 541990, 561110, 561210, 561320, 561330, 561410, 561422, 561510, 561611, 561621, 561720, 561730, 561990, 611420, 621111, 621210, 621399, 621498, 621512, 621999, 622110, 623110, 624230, 811310, 812930","332439, 333924, 334111, 334290, 334310, 334510, 334516, 334517, 339112, 339113, 339114, 423210, 423420, 423430, 423450, 423490, 424120, 424210, 425120, 541713, 541714, 541715"
"=HYPERLINK( ""https://search.certifications.sba.gov/profile/F22YM6F7WNH2/9CZJ1"", ""CHENEGA ARCHITECTURE AND DESIGN SOLUTIONS, LLC"" )",,,8(a),MICHAEL MONTGOMERY,Michael.Montgomery@chenega.com,1155 KELLY JOHNSON BLVD SUITE 105,,COLORADO SPRINGS,Colorado,80920,541310,"236210, 236220, 333613, 517810, 541310, 541330, 541512, 541519, 541611, 541614, 541990, 561210, 561320","236210, 236220, 333613, 517810, 541310, 541330, 541512, 541519, 541611, 541614, 541990, 561210, 561320"
